,img,x0,y0,x1,y1
968,PM-WWA-20060531-F034.jpg,87, 193, 884, 392
969,PM-WWA-20070708-252.jpg,51, 110, 791, 293
970,PM-WWA-20080624-155.jpg,71, 123, 1762, 530
971,PM-WWA-20070721-171.jpg,38, 111, 710, 233
972,PM-WWA-20050718-131.jpg,198, 284, 1620, 627
973,PM-WWA-20080426-155.jpg,38, 142, 1343, 384
974,PM-WWA-20150420-310.jpg,61, 94, 452, 259
975,PM-WWA-20110719-068.jpg,67, 165, 1779, 592
976,PM-WWA-20050819-213.jpg,136, 183, 803, 320
977,PM-WWA-20160617-371.jpg,76, 187, 1208, 466
978,PM-WWA-20070515-158.jpg,27, 84, 925, 314
979,PM-WWA-20110605-057.jpg,61, 110, 2515, 702
980,PM-WWA-20160321-050.jpg,71, 150, 1608, 677
981,PM-WWA-20090405-046.jpg,53, 103, 1269, 325
982,PM-WWA-20140919-055.jpg,28, 125, 1448, 376
983,PM-WWA-20150910-004.jpg,55, 136, 883, 262
984,PM-WWA-20060716-173.jpg,204, 309, 1110, 510
985,PM-WWA-20060716-156.jpg,105, 151, 596, 273
986,PM-WWA-20080624-127.jpg,41, 110, 1482, 373
987,PM-WWA-20060811-101.jpg,116, 247, 1045, 457
988,PM-WWA-20050827-A014.jpg,1168, 1111, 1755, 1351
989,PM-WWA-20160407-054.jpg,-7, 41, 1681, 525
990,PM-WWA-20160407-063.jpg,93, 159, 1579, 389
991,PM-WWA-20150715-298.jpg,42, 152, 1649, 558
992,PM-WWA-20140819-074.jpg,77, 155, 1688, 738
993,PM-WWA-20160409-346.jpg,106, 140, 1523, 714
994,PM-WWA-201006014-351.jpg,69, 165, 1780, 805
995,PM-WWA-20070907-142.jpg,112, 18, 426, 358
996,PM-WWA-20140414-190.jpg,85, 121, 1424, 347
997,PM-WWA-20140411-105.jpg,42, 156, 1254, 351
998,PM-WWA-20070426-074.jpg,54, 167, 1397, 498
999,PM-WWA-20130531-011.jpg,87, 142, 1262, 418
1000,PM-WWA-20140716-016.jpg,66, 218, 2078, 658
1001,PM-WWA-20100606-128.jpg,61, 181, 2994, 790
1002,PM-WWA-20050710-134.jpg,144, 311, 1448, 578
1003,PM-WWA-20110422-063.jpg,73, 233, 1303, 537
1004,PM-WWA-20080624-113.jpg,51, 30, 965, 405
1005,PM-WWA-20160319-343.jpg,99, 221, 1581, 471
1006,PM-WWA-20120430-024.jpg,41, 91, 688, 296
1007,PM-WWA-20140415-285.jpg,64, 128, 1399, 423
1008,PM-WWA-20150414-301.jpg,80, 94, 1599, 467
1009,PM-WWA-20050821-093.jpg,190, 208, 1156, 381
1010,PM-WWA-20050821-113.jpg,161, 231, 1379, 408
1011,PM-WWA-20060801-085.jpg,117, 253, 1299, 470
1012,PM-WWA-20060823-015.jpg,95, 248, 1944, 621
1013,PM-WWA-20060810-011.jpg,57, 167, 1217, 377
1014,PM-WWA-20090614-102a.jpg,48, 106, 1135, 268
1015,PM-WWA-20090614-103.jpg,39, 154, 1150, 296
1016,PM-WWA-20130815-410.jpg,58, 139, 1810, 444
1017,PM-WWA-201006029-094.jpg,109, 285, 1920, 654
1018,PM-WWA-20140623-027.jpg,55, 90, 204, 114
1019,PM-WWA-20140623-026.jpg,64, 101, 222, 148
1020,PM-WWA-20070416-004.jpg,37, 103, 835, 273
1021,PM-WWA-20140623-117.jpg,44, 164, 908, 349
1022,PM-WWA-20140314-023.jpg,45, 158, 1782, 509
1023,PM-WWA-20060801-178.jpg,116, 188, 762, 334
1024,PM-WWA-20140820-095.jpg,74, 253, 2083, 746
1025,PM-WWA-20070826-A004.jpg,60, 103, 881, 276
1026,PM-WWA-20060421-A017.jpg,284, 295, 1852, 742
1027,PM-WWA-20090703-054.jpg,44, 65, 625, 249
1028,PM-WWA-20050416-027.jpg,807, 1096, 1943, 1224
1029,PM-WWA-20050627-013.jpg,69, 209, 1418, 604
1030,PM-WWA-20070721-333.jpg,151, 89, 255, 168
1031,PM-WWA-20080618-022.jpg,61, 136, 905, 499
1032,PM-WWA-20070701-094.jpg,31, 135, 1143, 421
1033,PM-WWA-20080626-119.jpg,30, 130, 1463, 496
1034,PM-WWA-20070714-010.jpg,71, 107, 404, 182
1035,PM-WWA-20070617-067.jpg,45, 180, 1080, 379
1036,PM-WWA-20070614-042.jpg,61, 143, 1005, 389
1037,PM-WWA-20050705-151.jpg,176, 212, 1109, 483
1038,PM-WWA-20140321-060.jpg,113, 246, 1636, 475
1039,PM-WWA-20070511-083.jpg,93, 109, 1230, 432
1040,PM-WWA-20110709-090.jpg,64, 170, 2913, 841
1041,PM-WWA-20110709-137.jpg,82, 258, 2824, 974
1042,PM-WWA-20090521-033.jpg,19, 119, 1856, 702
1043,PM-WWA-20100606-158.jpg,113, 193, 2035, 587
1044,PM-WWA-20120727-159.jpg,64, 177, 1480, 695
1045,PM-WWA-20050626-046.jpg,201, 241, 1275, 709
1046,PM-WWA-20080819-118.jpg,67, 81, 888, 465
1047,PM-WWA-20070920-114.jpg,51, 64, 319, 175
1048,PM-WWA-20050705-150.jpg,179, 300, 977, 416
1049,PM-WWA-20070817-105.jpg,43, 152, 1021, 510
1050,PM-WWA-20060601-042.jpg,258, 274, 1119, 653
1051,PM-WWA-20060530-C008.jpg,235, 158, 500, 332
1052,PM-WWA-20060608-003.jpg,209, 214, 667, 345
1053,PM-WWA-20060613-A046.jpg,140, 253, 883, 488
1054,PM-WWA-20060608-017.jpg,134, 157, 339, 218
1055,PM-WWA-20060601-030.jpg,266, 270, 1046, 583
1056,PM-WWA-20060618-059.jpg,97, 230, 820, 343
1057,PM-WWA-20060618-003.jpg,159, 229, 1066, 391
1058,PM-WWA-20060530-129.jpg,207, 220, 969, 335
1059,PM-WWA-20060613-A090.jpg,166, 203, 891, 349
1060,PM-WWA-20060613-A072.jpg,215, 256, 930, 490
1061,PM-WWA-20060610-140.jpg,184, 231, 943, 458
1062,PM-WWA-20060608-023.jpg,122, 149, 491, 271
1063,PM-WWA-20060608-054.jpg,167, 254, 1021, 548
1064,PM-WWA-20060610-004.jpg,150, 232, 876, 418
1065,PM-WWA-20060618-051-01.tif,176, 185, 953, 524
1066,PM-WWA-20070616-016.jpg,60, 75, 331, 205
1067,PM-WWA-20110719-065.jpg,96, 186, 1668, 387
1068,PM-WWA-20110724-126.jpg,72, 187, 1764, 591
1069,PM-WWA-20150706-020.jpg,45, 152, 1637, 664
1070,PM-WWA-20110825-049.jpg,35, 212, 3749, 902
1071,PM-WWA-20130629-499.jpg,53, 252, 3311, 1325
1072,PM-WWA-20160730-118.jpg,48, 135, 1630, 618
1073,PM-WWA-20100815-200.jpg,99, 191, 2664, 1113
1074,PM-WWA-20080926-008.jpg,41, 132, 1569, 464
1075,PM-WWA-20120623-056.jpg,91, 94, 524, 239
1076,PM-WWA-20070619-010.jpg,80, 81, 1553, 720
1077,PM-WWA-20090817-055.jpg,58, 78, 2494, 1019
1078,PM-WWA-20070623-179.jpg,57, 120, 1626, 436
1079,PM-WWA-20160727-236.jpg,88, 138, 1600, 639
1080,PM-WWA-20070419-078.jpg,92, 105, 1260, 558
1081,PM-WWA-20150703-051.jpg,24, 187, 1756, 619
1082,PM-WWA-20050917-105.jpg,241, 159, 1035, 496
1083,PM-WWA-20150620-638.jpg,41, 136, 1653, 694
1084,PM-WWA-20110906-031.jpg,87, 108, 922, 388
1085,PM-WWA-20070424-003.jpg,56, 94, 983, 407
1086,PM-WWA-20100914-079.jpg,-71, 252, 2037, 920
1087,PM-WWA-20120803-079.jpg,27, 187, 1839, 668
1088,PM-WWA-20070425-191.jpg,37, 96, 944, 360
1089,PM-WWA-201006029-007.jpg,112, 244, 2211, 593
1090,PM-WWA-20150523-006.jpg,187, 138, 802, 402
1091,PM-WWA-20160827-432.jpg,66, 141, 1611, 528
1092,PM-WWA-20160805-070.jpg,116, 148, 1543, 844
1093,PM-WWA-20150820-079.jpg,73, 108, 1672, 668
1094,PM-WWA-201006014-335.jpg,61, 120, 1706, 710
1095,PM-WWA-20090911-149.jpg,53, 68, 311, 185
1096,PM-WWA-20110523-099.jpg,84, 194, 1093, 381
1097,PM-WWA-20120706-002.jpg,53, 125, 299, 190
1098,PM-WWA-20120422-078.jpg,54, 70, 181, 111
1099,PM-WWA-20140328-091.jpg,133, 193, 2331, 938
1100,PM-WWA-20120707-090.jpg,100, 117, 660, 278
1101,PM-WWA-20120404-457.jpg,34, 106, 1671, 422
1102,PM-WWA-20080828-040.jpg,57, 76, 919, 324
1103,PM-WWA-20120519-020.jpg,81, 100, 1693, 423
1104,PM-WWA-20050413-029.jpg,870, 839, 1996, 1122
1105,PM-WWA-20050413-003b.jpg,204, 246, 1343, 379
1106,PM-WWA-20050922-056.jpg,126, 194, 801, 348
1107,PM-WWA-20060623-A008.jpg,125, 180, 803, 346
1108,PM-WWA-20120418-009.jpg,76, 188, 1937, 833
1109,PM-WWA-20080426-058.jpg,80, 120, 1326, 314
1110,PM-WWA-20060725-005.jpg,252, 206, 893, 627
1111,PM-WWA-20080827-224.jpg,54, 47, 1670, 734
1112,PM-WWA-20070419-082.jpg,46, 165, 1093, 372
1113,PM-WWA-20080707-198.jpg,41, 139, 1622, 534
1114,PM-WWA-20120826-065.jpg,52, 144, 1148, 453
1115,PM-WWA-20140703-145.jpg,90, 253, 2690, 1290
1116,PM-WWA-20160629-070.jpg,116, 167, 1531, 940
1117,PM-WWA-201006029-102.jpg,177, 151, 1966, 1233
1118,PM-WWA-20080823-155.jpg,29, 58, 1401, 389
1119,PM-WWA-20150820-089.jpg,47, 126, 1643, 706
1120,PM-WWA-20130824-113.jpg,73, 90, 1529, 712
1121,PM-WWA-20160417-197.jpg,81, 128, 505, 273
1122,PM-WWA-20130607-218.jpg,72, 124, 978, 251
1123,PM-WWA-20160808-186.jpg,91, 158, 1232, 398
1124,PM-WWA-20120729-058.jpg,61, 133, 993, 343
1125,PM-WWA-20120729-092.jpg,153, 91, 921, 516
1126,PM-WWA-20050520-161.jpg,123, 131, 364, 166
1127,PM-WWA-20050520-160.jpg,188, 152, 294, 190
1128,PM-WWA-20120729-007.jpg,42, 192, 1229, 457
1129,PM-WWA-20060622-067.jpg,139, 261, 739, 394
1130,PM-WWA-20060621-A029.jpg,107, 266, 903, 448
1131,PM-WWA-20050625-129.jpg,112, 128, 303, 192
1132,PM-WWA-20100809-121.jpg,71, 186, 2138, 874
1133,PM-WWA-20110618-171.jpg,47, 246, 2936, 1044
1134,PM-WWA-20050707-179.jpg,181, 265, 1307, 654
1135,PM-WWA-20050625-130.jpg,125, 131, 330, 171
1136,PM-WWA-20090705-034.jpg,65, 134, 1418, 578
1137,PM-WWA-20140811-012.jpg,102, 132, 1445, 545
1138,PM-WWA-20060621-005.jpg,234, 195, 561, 444
1139,PM-WWA-20080718-017.jpg,53, 137, 1506, 538
1140,PM-WWA-20070721-352.jpg,67, 79, 874, 288
1141,PM-WWA-20140608-114.jpg,70, 129, 1005, 269
1142,PM-WWA-20080617-013.jpg,42, 62, 690, 277
1143,PM-WWA-20080622-041.jpg,50, 62, 1443, 532
1144,PM-WWA-20050831-087.jpg,246, 196, 1026, 623
1145,PM-WWA-20050619-172.jpg,194, 178, 815, 563
1146,PM-WWA-20050714-100.jpg,963, 953, 1898, 1069
1147,PM-WWA-20110715-056.jpg,51, 128, 1307, 349
1148,PM-WWA-20080607-179.jpg,63, 151, 1477, 651
1149,PM-WWA-20140707-025.jpg,62, 85, 725, 310
1150,PM-WWA-20070511-087.jpg,14, 79, 989, 478
1151,PM-WWA-20100424-010.jpg,53, 165, 1402, 510
1152,PM-WWA-20130708-065.jpg,73, 172, 1301, 512
1153,PM-WWA-20080513-107.jpg,69, 114, 1011, 371
1154,PM-WWA-20070621-332.jpg,104, 87, 919, 504
1155,PM-WWA-20070621-180.jpg,59, 207, 1600, 448
1156,PM-WWA-20070621-187.jpg,29, 122, 757, 289
1157,PM-WWA-20070621-298.jpg,188, 102, 545, 327
1158,PM-WWA-20090813-167.jpg,66, 58, 1061, 265
1159,PM-WWA-20150503-196.jpg,60, 96, 1761, 751
1160,PM-WWA-20160417-357.jpg,125, 236, 1588, 618
1161,PM-WWA-20140506-105.jpg,106, 209, 2116, 818
1162,PM-WWA-20050917-111.jpg,182, 250, 1019, 462
1163,PM-WWA-20050917-016.jpg,86, 206, 987, 346
1164,PM-WWA-20070809-067.jpg,64, 121, 704, 302
1165,PM-WWA-20080527-229.jpg,46, 69, 1386, 513
1166,PM-WWA-20120422-069.jpg,68, 232, 1511, 565
1167,PM-WWA-20120819-019.jpg,94, 103, 1628, 587
1168,PM-WWA-20120422-048.jpg,48, 109, 823, 359
1169,PM-WWA-20150916-005.jpg,31, 110, 1071, 427
1170,PM-WWA-20060812-006.jpg,48, 171, 1058, 387
1171,PM-WWA-20050617-032.jpg,115, 165, 877, 459
1172,PM-WWA-20080625-310.jpg,70, 101, 1640, 511
1173,PM-WWA-20050617-007.jpg,134, 249, 995, 535
1174,PM-WWA-20060806-012.jpg,166, 203, 950, 525
1175,PM-WWA-20110617-027.jpg,81, 161, 1790, 557
1176,PM-WWA-20060822-087.jpg,218, 200, 1248, 606
1177,PM-WWA-20080616-048.jpg,31, 116, 955, 409
1178,PM-WWA-20060806-033.jpg,84, 238, 1356, 499
1179,PM-WWA-20130811-083.jpg,72, 92, 1207, 441
1180,PM-WWA-20050617-033.jpg,142, 191, 796, 287
1181,PM-WWA-20110422-039.jpg,130, 243, 1437, 500
1182,PM-WWA-20120614-056.jpg,91, 134, 1609, 411
1183,PM-WWA-20090717-490.jpg,14, 63, 885, 364
1184,PM-WWA-20150921-023.jpg,57, 142, 1621, 436
1185,PM-WWA-20160709-036.jpg,68, 155, 1584, 454
1186,PM-WWA-20090717-491.jpg,60, 125, 901, 229
1187,PM-WWA-20100708-024.jpg,13, 14, 1262, 379
1188,PM-WWA-20110707-064.jpg,99, 151, 2950, 593
1189,PM-WWA-20140607-005.jpg,92, 198, 2070, 524
1190,PM-WWA-20140607-004.jpg,105, 221, 2128, 726
1191,PM-WWA-20080807-010.jpg,-24, 36, 1452, 427
1192,PM-WWA-20080818-033.jpg,98, 118, 1236, 501
1193,PM-WWA-20080720-098.jpg,57, 111, 794, 227
1194,PM-WWA-20130712-518.jpg,91, 179, 2124, 755
1195,PM-WWA-20100826-134.jpg,48, 164, 1237, 381
1196,PM-WWA-20120710-030.jpg,42, 84, 1654, 554
1197,PM-WWA-20161012-529.jpg,37, 93, 1634, 730
1198,PM-WWA-20150921-014.jpg,63, 143, 1615, 401
1199,PM-WWA-20130528-237.jpg,96, 185, 2452, 722
1200,PM-WWA-20050626-006.jpg,176, 262, 1168, 504
1201,PM-WWA-20130704-011.jpg,72, 189, 1469, 477
1202,PM-WWA-20150410-009.jpg,60, 134, 1596, 723
1203,PM-WWA-20080526-321.jpg,53, 180, 2411, 641
1204,PM-WWA-20160629-127.jpg,144, 113, 1553, 849
1205,PM-WWA-20140703-105.jpg,50, 177, 1892, 637
1206,PM-WWA-20090630-112.jpg,53, 37, 769, 265
1207,PM-WWA-20130811-211.jpg,62, 88, 286, 227
1208,PM-WWA-20130811-210.jpg,47, 66, 171, 181
1209,PM-WWA-20130811-210211.jpg,14, 89, 466, 272
1210,PM-WWA-20070826-095.jpg,25, 111, 1066, 451
1211,PM-WWA-20070826-109.jpg,32, 117, 1016, 401
1212,PM-WWA-20050415-A022.jpg,1069, 958, 1862, 1138
1213,PM-WWA-20160319-207.jpg,98, 185, 1278, 459
1214,PM-WWA-20160429-293.jpg,54, 220, 1615, 587
1215,PM-WWA-20160617-382.jpg,105, 153, 870, 313
1216,PM-WWA-20120727-176.jpg,55, 93, 1608, 703
1217,PM-WWA-20120707-059.jpg,47, 131, 1613, 483
1218,PM-WWA-20070429-174.jpg,47, 169, 1046, 598
1219,PM-WWA-20110522-336.jpg,75, 117, 1088, 401
1220,PM-WWA-20110823-038.jpg,45, 107, 911, 391
1221,PM-WWA-20110522-342.jpg,74, 106, 704, 225
1222,PM-WWA-20080721-013.jpg,68, 82, 2021, 688
1223,PM-WWA-20120618-006.jpg,23, 2, 939, 1196
1224,PM-WWA-20060908-059.jpg,143, 264, 911, 438
1225,PM-WWA-20050825-143.jpg,1181, 1059, 1937, 1271
1226,PM-WWA-20120416-017.jpg,104, 221, 1885, 588
1227,PM-WWA-20150809-291.jpg,70, 171, 1619, 614
1228,PM-WWA-20160809-131.jpg,88, 92, 523, 314
1229,PM-WWA-20090715-028.jpg,38, 76, 879, 249
1230,PM-WWA-20160814-013.jpg,86, 166, 680, 285
1231,PM-WWA-20090424-160.jpg,8, 62, 1856, 711
1232,PM-WWA-20110522-005.jpg,74, 157, 1614, 438
1233,PM-WWA-20080721-005.jpg,25, 111, 1853, 703
1234,PM-WWA-20070702-279.jpg,28, 130, 876, 407
1235,PM-WWA-20160617-323.jpg,78, 231, 1578, 548
1236,PM-WWA-20050710-008.jpg,191, 190, 686, 340
1237,PM-WWA-20101022-049.jpg,88, 215, 3303, 927
1238,PM-WWA-20110812-097.jpg,108, 206, 1898, 521
1239,PM-WWA-20130607-211.jpg,86, 217, 2881, 910
1240,PM-WWA-20050620-041.jpg,137, 195, 808, 348
1241,PM-WWA-20130602-158.jpg,26, 165, 1831, 520
1242,PM-WWA-20070426-061.jpg,82, 163, 1343, 459
1243,PM-WWA-20090713-003.jpg,45, 56, 585, 152
1244,PM-WWA-20070426-062.jpg,58, 126, 1376, 363
1245,PM-WWA-20140313-004.jpg,134, 155, 1920, 789
1246,PM-WWA-20070429-156.jpg,68, 151, 1099, 347
1247,PM-WWA-20150529-226.jpg,49, 214, 1608, 825
1248,PM-WWA-20110426-016.jpg,67, 145, 1580, 629
1249,PM-WWA-20101021-017.jpg,48, 115, 3032, 1164
1250,PM-WWA-20141005-037.jpg,48, 183, 1760, 643
1251,PM-WWA-20080715-060.jpg,25, 122, 1247, 346
1252,PM-WWA-20101111-012.jpg,131, 265, 2162, 651
1253,PM-WWA-20071209-011.jpg,41, 117, 919, 285
1254,PM-WWA-20130518-144.jpg,127, 135, 2895, 1052
1255,PM-WWA-20110420-024.jpg,104, 136, 538, 317
1256,PM-WWA-20110420-015.jpg,59, 104, 413, 258
1257,PM-WWA-20050415-A009.jpg,1020, 1037, 1888, 1180
1258,PM-WWA-20110626-067.jpg,43, 95, 233, 147
1259,PM-WWA-20090809-242.jpg,73, 102, 1199, 257
1260,PM-WWA-20150821-110.jpg,33, 127, 1617, 414
1261,PM-WWA-20080828-023.jpg,31, 73, 1714, 497
1262,PM-WWA-20070416-026.jpg,50, 116, 1112, 309
1263,PM-WWA-20080707-041.jpg,58, 119, 946, 262
1264,PM-WWA-20120419-153.jpg,85, 124, 325, 190
1265,PM-WWA-20160622-080.jpg,72, 160, 1620, 495
1266,PM-WWA-20110506-011.jpg,164, 121, 1606, 961
1267,PM-WWA-20110726-170.jpg,70, 55, 1302, 688
1268,PM-WWA-20050520-169.jpg,133, 224, 771, 355
1269,PM-WWA-20050516-092.jpg,300, 162, 627, 295
1270,PM-WWA-20050516-043.jpg,210, 213, 711, 289
1271,PM-WWA-20120617-002.jpg,172, 20, 414, 399
1272,PM-WWA-20120727-100.jpg,62, 126, 1339, 384
1273,PM-WWA-20090716-261.jpg,39, 58, 968, 224
1274,PM-WWA-20050704-002.jpg,188, 211, 1009, 360
1275,PM-WWA-20160722-580.jpg,45, 171, 1631, 476
1276,PM-WWA-20160727-076.jpg,79, 125, 751, 289
1277,PM-WWA-20060813-124.jpg,240, 275, 824, 430
1278,PM-WWA-20060420-B007.jpg,102, 183, 1002, 328
1279,PM-WWA-20140328-104.jpg,61, 118, 508, 223
1280,PM-WWA-20100523-086.jpg,104, 128, 1492, 509
1281,PM-WWA-20150718-124.jpg,35, 124, 1611, 465
1282,PM-WWA-20160617-310.jpg,74, 170, 1614, 534
1283,PM-WWA-20090828-085.jpg,27, 52, 1318, 502
1284,PM-WWA-20070503-029.jpg,45, 131, 1040, 542
1285,PM-WWA-20140506-039.jpg,114, 180, 1280, 436
1286,PM-WWA-20160417-014.jpg,126, 149, 1279, 775
1287,PM-WWA-20150503-145.jpg,120, 154, 958, 585
1288,PM-WWA-20060421-A026.jpg,191, 373, 1280, 594
1289,PM-WWA-20050716-189.jpg,134, 142, 483, 224
1290,PM-WWA-20160428-241.jpg,124, 208, 1595, 565
1291,PM-WWA-20060621-A036.jpg,152, 301, 1108, 692
1292,PM-WWA-20060622-062.jpg,126, 237, 824, 507
1293,PM-WWA-20050707-275.jpg,177, 215, 1003, 361
1294,PM-WWA-20050709-231.jpg,140, 334, 1528, 645
1295,PM-WWA-20060622-080.jpg,253, 252, 870, 499
1296,PM-WWA-20110902-007.jpg,33, 202, 2288, 677
1297,PM-WWA-20070909-131.jpg,72, 113, 978, 372
1298,PM-WWA-201006024-149.jpg,63, 112, 675, 380
1299,PM-WWA-20110512-061.jpg,24, 138, 1731, 713
1300,PM-WWA-20090522-059.jpg,42, 81, 1081, 449
1301,PM-WWA-20060826-010.jpg,153, 180, 565, 294
1302,PM-WWA-20160428-134.jpg,107, 187, 1428, 493
1303,PM-WWA-20070710-261.jpg,71, 71, 715, 335
1304,PM-WWA-20070628-135.jpg,36, 114, 823, 254
1305,PM-WWA-20070907-169.jpg,44, 112, 696, 218
1306,PM-WWA-20070703-027.jpg,25, 55, 537, 227
1307,PM-WWA-20060826-071.jpg,137, 162, 799, 469
1308,PM-WWA-20070626-124.jpg,53, 83, 500, 210
1309,PM-WWA-20060826-078.jpg,99, 149, 718, 265
1310,PM-WWA-20070907-199.jpg,95, 101, 771, 220
1311,PM-WWA-20060826-020.jpg,101, 191, 702, 320
1312,PM-WWA-20160716-005.jpg,57, 146, 1602, 660
1313,PM-WWA-20080516-109.jpg,40, 66, 547, 165
1314,PM-WWA-20110520-016.jpg,111, 270, 2865, 980
1315,PM-WWA-20160408-598.jpg,77, 177, 1596, 510
1316,PM-WWA-20150601-443.jpg,91, 180, 1385, 392
1317,PM-WWA-20080717-004.jpg,31, 91, 1664, 586
1318,PM-WWA-20060730-006.jpg,77, 113, 310, 152
1319,PM-WWA-20070418-061.jpg,78, 132, 1154, 355
1320,PM-WWA-20070513-045.jpg,69, 120, 1112, 405
1321,PM-WWA-20060826-008.jpg,195, 129, 1128, 457
1322,PM-WWA-20060826-074.jpg,124, 157, 592, 226
1323,PM-WWA-20070907-175.jpg,77, 87, 389, 220
1324,PM-WWA-20060710-014.jpg,56, 199, 1008, 367
1325,PM-WWA-20060826-052.jpg,232, 178, 1019, 467
1326,PM-WWA-20070907-201.jpg,73, 85, 850, 226
1327,PM-WWA-20060826-037.jpg,161, 190, 498, 247
1328,PM-WWA-20060518-033.jpg,127, 193, 977, 422
1329,PM-WWA-20140324-014.jpg,103, 311, 2768, 680
1330,PM-WWA-20050717-083.jpg,141, 186, 1112, 636
1331,PM-WWA-20070525-059.jpg,41, 162, 1059, 402
1332,PM-WWA-20070527-093.jpg,53, 107, 959, 426
1333,PM-WWA-20060829-004.jpg,72, 243, 1533, 747
1334,PM-WWA-20070907-163.jpg,61, 130, 864, 281
1335,PM-WWA-20060710-007.jpg,48, 53, 227, 115
1336,PM-WWA-20080516-069.jpg,38, 53, 726, 292
1337,PM-WWA-20090522-038.jpg,39, 72, 1267, 534
1338,PM-WWA-20070710-264.jpg,64, 115, 1014, 360
1339,PM-WWA-20070626-033.jpg,63, 61, 556, 262
1340,PM-WWA-20060826-004.jpg,115, 161, 683, 372
1341,PM-WWA-20070808-006.jpg,42, 86, 769, 356
1342,PM-WWA-20160429-280.jpg,35, 240, 2020, 884
1343,PM-WWA-20070703-012.jpg,55, 90, 479, 173
1344,PM-WWA-20090426-013.jpg,62, 104, 921, 322
1345,PM-WWA-20120410-009.jpg,66, 142, 1604, 492
1346,PM-WWA-20120716-089.jpg,55, 144, 1255, 388
1347,PM-WWA-20120716-088.jpg,23, 108, 1210, 444
1348,PM-WWA-20060824-016.jpg,115, 171, 979, 351
1349,PM-WWA-20060824-147.jpg,128, 101, 743, 302
1350,PM-WWA-20060824-019.jpg,145, 202, 969, 481
1351,PM-WWA-201006013-314.jpg,54, 121, 1728, 506
1352,PM-WWA-20070525-061.jpg,38, 64, 490, 215
1353,PM-WWA-20070527-091.jpg,60, 124, 598, 303
1354,PM-WWA-20080426-069.jpg,79, 58, 332, 125
1355,PM-WWA-20160617-284.jpg,129, 166, 1362, 464
1356,PM-WWA-20070909-143.jpg,65, 81, 237, 127
1357,PM-WWA-20070710-260.jpg,80, 142, 990, 297
1358,PM-WWA-20160428-116.jpg,105, 102, 269, 178
1359,PM-WWA-20070703-115.jpg,43, 89, 678, 204
1360,PM-WWA-20160429-441.jpg,80, 204, 1589, 522
1361,PM-WWA-20070628-200.jpg,37, 105, 982, 374
1362,PM-WWA-20070626-119.jpg,65, 131, 579, 245
1363,PM-WWA-20120825-063.jpg,46, 121, 875, 330
1364,PM-WWA-20070703-028.jpg,47, 109, 652, 216
1365,PM-WWA-20070703-088.jpg,52, 128, 906, 379
1366,PM-WWA-20080516-078.jpg,26, 63, 1203, 349
1367,PM-WWA-20080702-151.jpg,52, 82, 905, 421
1368,PM-WWA-20130630-026.jpg,66, 218, 2702, 691
1369,PM-WWA-20150610-188.jpg,73, 274, 1586, 575
1370,PM-WWA-20110601-065.jpg,69, 174, 3102, 884
1371,PM-WWA-20150710-184.jpg,64, 168, 1623, 518
1372,PM-WWA-20150426-091.jpg,141, 309, 2808, 1106
1373,PM-WWA-20080603-015.jpg,33, 158, 1773, 608
1374,PM-WWA-20060710-046.jpg,136, 182, 860, 441
1375,PM-WWA-20070808-018.jpg,93, 96, 806, 377
1376,PM-WWA-20070703-112a.jpg,34, 110, 888, 327
1377,PM-WWA-20080428-007.jpg,-15, 68, 1783, 706
1378,PM-WWA-20160429-422.jpg,83, 197, 1550, 763
1379,PM-WWA-20150621-305.jpg,56, 162, 1575, 638
1380,PM-WWA-20160429-423.jpg,73, 241, 1536, 647
1381,PM-WWA-20070626-114.jpg,67, 104, 781, 212
1382,PM-WWA-20060826-068.jpg,175, 193, 1190, 558
1383,PM-WWA-20090522-048.jpg,66, 129, 1850, 629
1384,PM-WWA-20070710-014.jpg,53, 56, 846, 307
1385,PM-WWA-20111021-112.jpg,89, 266, 2158, 723
1386,PM-WWA-20110720-010.jpg,68, 157, 1967, 485
1387,PM-WWA-20151021-011.jpg,68, 135, 1629, 579
1388,PM-WWA-20160409-311.jpg,123, 190, 1550, 514
1389,PM-WWA-20160319-296.jpg,85, 141, 1611, 472
1390,PM-WWA-20090903-028.jpg,52, 67, 473, 131
1391,PM-WWA-20150715-430.jpg,64, 135, 1629, 565
1392,PM-WWA-20140514-487.jpg,105, 336, 2460, 765
1393,PM-WWA-20060819-013.jpg,149, 187, 928, 528
1394,PM-WWA-20140903-095.jpg,43, 178, 1418, 604
1395,PM-WWA-20060929-066.jpg,162, 185, 1413, 737
1396,PM-WWA-20150722-027.jpg,23, 149, 1646, 731
1397,PM-WWA-20120915-053.jpg,628, 982, 3408, 1830
1398,PM-WWA-20110914-005.jpg,43, 156, 2428, 928
1399,PM-WWA-20080711-014.jpg,71, 123, 1979, 703
1400,PM-WWA-20080628-050.jpg,54, 73, 123, 106
1401,PM-WWA-20090630-025.jpg,7, 85, 1546, 591
1402,PM-WWA-20060914-143.jpg,75, 163, 1407, 622
1403,PM-WWA-20130806-403.jpg,78, 176, 3040, 934
1404,PM-WWA-20080828-033.jpg,55, 76, 279, 121
1405,PM-WWA-20110630-111.jpg,90, 160, 2677, 899
1406,PM-WWA-20140803-337.jpg,60, 166, 1418, 501
1407,PM-WWA-20140519-354.jpg,117, 282, 2236, 670
1408,PM-WWA-20070909-089.jpg,75, 92, 865, 239
